wordId,english,kurdish,english_length,kurdish_length
778,conclude,bidawîkirin,8.0,11.0
779,conclude,dawîlêhatin,8.0,11.0
780,conclude,kutabûn,8.0,7.0
781,conclusion,bidawîbûn,10.0,9.0
782,conclusion,dawî,10.0,4.0
783,condition,barîdox,9.0,7.0
784,conditions,şert,10.0,4.0
785,conduct,tevgerîn,7.0,8.0
786,conflict,pêvçûn,8.0,6.0
787,congress,kongre,8.0,6.0
788,consecution,qor,11.0,3.0
789,consecution,ref,11.0,3.0
790,consider,fikirîn,8.0,7.0
791,consider,hizrîn,8.0,6.0
792,conspicuous,diyar,11.0,5.0
793,constant,domdar,8.0,6.0
794,constituent,hêman,11.0,5.0
795,constitution,makezagon,12.0,9.0
796,construct,avakirin,9.0,8.0
797,contemporary,hevdem,12.0,6.0
798,contemporary,hevçerx,12.0,7.0
799,contention,qirên,10.0,5.0
800,contest,doz,7.0,3.0
801,continent,parzemîn,9.0,8.0
802,continue,domîn,8.0,5.0
803,continuous,mayînde,10.0,7.0
804,contra,dij,6.0,3.0
805,contribute,tevkarî kirin,10.0,13.0
806,contribution,gotar,12.0,5.0
807,contribution,hevpar,12.0,6.0
808,contribution,hevparî,12.0,7.0
809,control,kontrol,7.0,7.0
810,convenient,guncaw,10.0,6.0
811,convention,civîn,10.0,5.0
812,conversation,axaftin,12.0,7.0
813,conversation,cir,12.0,3.0
814,conversation,dembûhêrk,12.0,9.0
815,convey,guhêztin,6.0,8.0
816,convey,veguhêztin,6.0,10.0
817,convocation,civîn,11.0,5.0
818,cool,hênik,4.0,5.0
819,cool,hênikkirin,4.0,10.0
820,copartner,hevpar,9.0,6.0
821,copious,kertek,7.0,6.0
822,copper,sifir,6.0,5.0
823,copy,kopya,4.0,5.0
824,copy,nimûne,4.0,6.0
825,copy,wekok,4.0,5.0
826,cord,bend,4.0,4.0
827,corn,dexl,4.0,4.0
828,corporal punishment,seza laşî,19.0,9.0
829,corpse,cendek,6.0,6.0
830,correspond,lêguncîn,10.0,8.0
831,corrupt,pûç,7.0,3.0
832,cost,biha,4.0,4.0
833,cost,buha,4.0,4.0
834,cough,kuxik,5.0,5.0
835,council,konsey,7.0,6.0
836,count,hejmartin,5.0,9.0
837,count on,hemet,8.0,5.0
838,countries,welat,9.0,5.0
839,country,welat,7.0,5.0
840,couple,cot,6.0,3.0
841,couple,zo,6.0,2.0
842,courageous,dilawêr,10.0,7.0
843,courageous,egît,10.0,4.0
844,courageous,leheng,10.0,6.0
845,courageous,mêrxas,10.0,6.0
846,courageous,çeleng,10.0,6.0
847,course,alî,6.0,3.0
848,course,rex,6.0,3.0
849,court,dadgeh,5.0,6.0
850,cover,bahane,5.0,6.0
851,cover,behane,5.0,6.0
852,cover,betenî,5.0,6.0
853,cover,bihane,5.0,6.0
854,cover,dadan,5.0,5.0
855,cover,devik,5.0,5.0
856,cover,hêcet,5.0,5.0
857,cover,hêncet,5.0,6.0
858,cover,nixamtin,5.0,8.0
859,cover,niximandin,5.0,10.0
860,cover,nixumandin,5.0,10.0
861,cover,penageh,5.0,7.0
862,cover,qeram,5.0,5.0
863,cover,stargeh,5.0,7.0
864,cover,veşartgeh,5.0,9.0
865,covering of the joists,alaşkirin,22.0,9.0
866,cow,mange,3.0,5.0
867,cow,çêlek,3.0,5.0
868,coward,bizdonek,6.0,8.0
869,coward,bêzirav,6.0,7.0
870,coward,tirsonek,6.0,8.0
871,crab,kevjal,4.0,6.0
872,crack,şkandin,5.0,7.0
873,cradle,dergûş,6.0,6.0
874,crash,şkandin,5.0,7.0
875,crazy,dîn,5.0,3.0
876,create,afirandin,6.0,9.0
877,create,dahênan,6.0,7.0
878,create,darêjtin,6.0,8.0
879,credence,bawerî,8.0,6.0
880,credit,kredî,6.0,5.0
881,crime,tawan,5.0,5.0
882,crisis,qeyran,6.0,6.0
883,criterion,pîvan,9.0,5.0
884,critique,rexne,8.0,5.0
885,crop,zad,4.0,3.0
886,crowd,girse,5.0,5.0
887,crude,xav,5.0,3.0
888,cruel,stemkar,5.0,7.0
889,cruel,xedar,5.0,5.0
890,cruel,zordar,5.0,6.0
891,cruel,zordest,5.0,7.0
892,cruel,çavsor,5.0,6.0
893,crust,tivil,5.0,5.0
894,cry,girîn,3.0,5.0
895,cryptic,nepenî,7.0,6.0
896,cull,neqandin,4.0,8.0
897,culture,ferheng,7.0,7.0
898,culture,çand,7.0,4.0
899,cumulate,komkirin,8.0,8.0
900,cunning,bernac,7.0,6.0
901,cunning,kone,7.0,4.0
902,cunning,xasûk,7.0,5.0
903,cure,tîmar,4.0,5.0
904,curiosity,zîranî,9.0,6.0
905,curious,ecêb,7.0,4.0
906,curse,nifir,5.0,5.0
907,curse,çêrlêkirin,5.0,10.0
908,cushy,hêsan,5.0,5.0
909,cusp,lûtke,4.0,5.0
910,cusp,serî,4.0,4.0
911,custom,ferheng,6.0,7.0
912,cut,birîn,3.0,5.0
913,cut,jê kirin,3.0,8.0
914,cute,bernac,4.0,6.0
915,cute,kone,4.0,4.0
916,cute,xasûk,4.0,5.0
917,d,d,1.0,1.0
918,daft,dîn,4.0,3.0
919,daily,rojane,5.0,6.0
920,dam,bend,3.0,4.0
921,damage,ziyan,6.0,5.0
922,damp,şil,4.0,3.0
923,dance,reqisîn,5.0,7.0
924,dance,reqs,5.0,4.0
925,danger,xeter,6.0,5.0
926,danger,xetere,6.0,6.0
927,dangerous,xeternak,9.0,8.0
928,dare,wêrîn,4.0,5.0
929,dark,tarî,4.0,4.0
930,dash,avêtin,4.0,6.0
931,data,agahî,4.0,5.0
932,date,dîrok,4.0,5.0
933,daughter,keç,8.0,3.0
934,dawn,berbang,4.0,7.0
935,day,roj,3.0,3.0
936,daybreak,berbang,8.0,7.0
937,daybreak,metîn,8.0,5.0
938,daybreak,spêde,8.0,5.0
939,daylight,ronahî,8.0,6.0
940,days,roj,4.0,3.0
941,dead,bêcan,4.0,5.0
942,dead,mirî,4.0,4.0
943,deaden,belikandin,6.0,10.0
944,deaden,benckirin,6.0,9.0
945,deal,bazarî,4.0,6.0
946,deal,peyman,4.0,6.0
947,dear,berdil,4.0,6.0
948,dear,delal,4.0,5.0
949,death,mirin,5.0,5.0
950,debate,nîqaş,6.0,5.0
951,deceit,tep,6.0,3.0
952,deceive,xapandin,7.0,8.0
953,deceive,xirandin,7.0,8.0
954,decide,biryar standin,6.0,14.0
955,decision,biryar,8.0,6.0
956,decisions,bîryar,9.0,6.0
957,declivity,berwar,9.0,6.0
958,decoration,xeml,10.0,4.0
959,decrease,kêmkirin,8.0,8.0
960,dedicate,nezirkirin,8.0,10.0
961,deep,kûr,4.0,3.0
962,default,rawêj,7.0,5.0
963,defect,kêm,6.0,3.0
964,defect,kêmasî,6.0,6.0
965,defer,gîrokirin,5.0,9.0
966,deficiency,kêmî,10.0,4.0
967,definite,teqez,8.0,5.0
968,defraud,xapandin,7.0,8.0
969,defraud,xirandin,7.0,8.0
970,defray,dan,6.0,3.0
971,defray,dayin,6.0,5.0
972,deft,jêhatî,4.0,6.0
973,degree,paye,6.0,4.0
974,degree,pil,6.0,3.0
975,degree,pile,6.0,4.0
976,degree,rade,6.0,4.0
977,delegate,qasid,8.0,5.0
978,delight,kêf,7.0,3.0
979,demand,daxwaz,6.0,6.0
980,demand,dilkirin,6.0,8.0
981,demand,divêtin,6.0,7.0
982,demand,hewceyî,6.0,7.0
983,demand,pirsîn,6.0,6.0
984,demand,pêdivî,6.0,6.0
985,demand,viyan,6.0,5.0
986,demand,xwestin,6.0,7.0
987,demented,dîn,8.0,3.0
988,democrat,demokrat,8.0,8.0
989,democratic,demokratîk,10.0,10.0
990,denotation,wate,10.0,4.0
991,dentine,aca diran,7.0,9.0
992,department,bask,10.0,4.0
993,depend on,hemet,9.0,5.0
994,deplore,gunehpêhatin,7.0,12.0
995,depress,kesirandin,7.0,10.0
996,depth,kûrahî,5.0,6.0
997,deputy,cîgir,6.0,5.0
998,derogate,kêmkirin,8.0,8.0
999,descent,irq,7.0,3.0
1000,descent,nîjad,7.0,5.0
1001,descent,regez,7.0,5.0
1002,descent,zayend,7.0,6.0
1003,describe,binavkirin,8.0,10.0
1004,description,babet,11.0,5.0
1005,description,zayend,11.0,6.0
1006,desert,berdan,6.0,6.0
1007,desert,beyaban,6.0,7.0
1008,desert,destjêberdan,6.0,12.0
1009,desire,awat,6.0,4.0
1010,desire,daxwaz,6.0,6.0
1011,destination,armanc,11.0,6.0
1012,destination,hind,11.0,4.0
1013,destiny,bext,7.0,4.0
1014,destiny,çarenûs,7.0,7.0
1015,detach,çareserkirin,6.0,12.0
1016,detain,rawestandin,6.0,11.0
1017,detain,sekinandin,6.0,10.0
1018,detect,sehkirin,6.0,8.0
1019,determinate,teqez,11.0,5.0
1020,determined,teqez,10.0,5.0
1021,detonate,teqîn,8.0,5.0
1022,detriment,ziyan,9.0,5.0
1023,development,pêşketin,11.0,8.0
1024,devil,şeytan,5.0,6.0
1025,devote,nezirkirin,6.0,10.0
1026,devoted,dilsoz,7.0,6.0
1027,devour,dabêlandin,6.0,10.0
1028,devour,daqurtandin,6.0,11.0
1029,dexterity,huner,9.0,5.0
1030,dialogue,danûstandin,8.0,11.0
1031,dictator,zordar,8.0,6.0
1032,dictionary,ferheng,10.0,7.0
1033,did,kir,3.0,3.0
1034,diddle,xapandin,6.0,8.0
1035,died,mir,4.0,3.0
1036,diet,parêz,4.0,5.0
1037,different,cuda,9.0,4.0
1038,difficult,dijwar,9.0,6.0
1039,difficult,giran,9.0,5.0
1040,difficulty,asteng,10.0,6.0
1041,diffuse,rijandin,7.0,8.0
1042,diminish,kêmkirin,8.0,8.0
1043,dingy,gemar,5.0,5.0
1044,dingy,kirêt,5.0,5.0
1045,dingy,mujikî,5.0,6.0
1046,dingy,qilêr,5.0,5.0
1047,dingy,çepel,5.0,5.0
1048,dinner,şîv,6.0,3.0
1049,diploma,destûrname,7.0,10.0
1050,dipper,hesk,6.0,4.0
1051,direction,alî,9.0,3.0
1052,direction,hind,9.0,4.0
1053,direction,rex,9.0,3.0
1054,director,gerînende,8.0,9.0
1055,director,karger,8.0,6.0
1056,dirt,qilêr,4.0,5.0
1057,dirt,qirêj,4.0,5.0
1058,dirty,gemar,5.0,5.0
1059,dirty,kirêt,5.0,5.0
1060,dirty,mujikî,5.0,6.0
1061,dirty,qilêr,5.0,5.0
1062,dirty,çepel,5.0,5.0
1063,disadvantage,ziyan,12.0,5.0
1064,disassociate,veqetandin,12.0,10.0
1065,disaster,bobelat,8.0,7.0
1066,disaster,bêtar,8.0,5.0
1067,disaster,karesat,8.0,7.0
1068,disaster,qeda,8.0,4.0
1069,disburse,dan,8.0,3.0
1070,disburse,dayin,8.0,5.0
1071,discern,sehkirin,7.0,8.0
1072,discussion,nîqaş,10.0,5.0
1073,dislike,nefret kirin,7.0,12.0
1074,disorderly,bêserûber,10.0,9.0
1075,dispensary,tîmargeh,10.0,8.0
1076,dispense,belavkirin,8.0,10.0
1077,dispose,bikaranîn,7.0,9.0
1078,dispute,qirên,7.0,5.0
1079,disrupt,jêkirin,7.0,7.0
1080,disrupt,qetandin,7.0,8.0
1081,disservice,ziyan,10.0,5.0
1082,dissociate,veqetandin,10.0,10.0
1083,dissolve,helandin,8.0,8.0
1084,dissolve,çareserkirin,8.0,12.0
1085,distance,mesafe,8.0,6.0
1086,distribute,belavkirin,10.0,10.0
1087,distribute,dabeşkirin,10.0,10.0
1088,distribute,parkirin,10.0,8.0
1089,disturb,kesirandin,7.0,10.0
1090,disturbed,gêj,9.0,3.0
1091,ditch,kend,5.0,4.0
1092,divide,dabeşkirin,6.0,10.0
1093,divide,parkirin,6.0,8.0
1094,division,şax,8.0,3.0
1095,do,encamdan,2.0,8.0
1096,do,kirin,2.0,5.0
1097,doctor,bijîşk,6.0,6.0
1098,document,belge,8.0,5.0
1099,dodge,lêp,5.0,3.0
1100,does,dike,4.0,4.0
1101,dog,kûtî,3.0,4.0
1102,dog,kûçik,3.0,5.0
1103,dog,se,3.0,2.0
1104,doleful,daxbar,7.0,6.0
1105,doleful,dilbikul,7.0,8.0
1106,doleful,xemgîn,7.0,6.0
1107,domestic,kedî,8.0,4.0
1108,donate,bexişandin,6.0,10.0
1109,done,kirî,4.0,4.0
1110,donkey,ker,6.0,3.0
1111,donor,dayende,5.0,7.0
1112,door,derî,4.0,4.0
1113,dope,bêmêjî,4.0,6.0
1114,dot,deq,3.0,3.0
1115,dot,xal,3.0,3.0
1116,doubt,guman,5.0,5.0
1117,doubt,gumanbarbûn,5.0,11.0
1118,doubtless,bêguman,9.0,7.0
1119,down,ber bi jêr,4.0,10.0
1120,down,jêr,4.0,3.0
1121,down,jêrîn,4.0,5.0
1122,dragon,ziha,6.0,4.0
1123,draw,xêzkirin,4.0,8.0
1124,dreadful,tirsnak,8.0,7.0
1125,dream,xewn,5.0,4.0
1126,dress,cil,5.0,3.0
1127,dress,fistan,5.0,6.0
1128,dress,kinc,5.0,4.0
1129,dress,wergirtin,5.0,9.0
1130,drill,behreme,5.0,7.0
1131,drill,qulkirin,5.0,8.0
1132,drink,vexwarin,5.0,8.0
1133,drip,dilopkirin,4.0,10.0
1134,drip,niqutîn,4.0,7.0
1135,drive,ajotin,5.0,6.0
1136,drop,dilop,4.0,5.0
1137,drop,dilopkirin,4.0,10.0
1138,drop,niqut,4.0,5.0
1139,drop,niqutîn,4.0,7.0
1140,druggist,dermanfiroş,8.0,11.0
1141,drum,dahol,4.0,5.0
1142,drummer,daholjen,7.0,8.0
1143,drunken,mest,7.0,4.0
1144,dry,sext,3.0,4.0
1145,dry,ziwa,3.0,4.0
1146,duct,co,4.0,2.0
1147,duct,cok,4.0,3.0
1148,dumb,lal,4.0,3.0
1149,duration,mawe,8.0,4.0
1150,dust,xubar,4.0,5.0
1151,duty,bac,4.0,3.0
1152,duty,sparte,4.0,6.0
1153,each,her,4.0,3.0
1154,eagle,balinde,5.0,7.0
1155,eagle,eylo,5.0,4.0
1156,eagle,helo,5.0,4.0
1157,early,zû,5.0,2.0
1158,earring,guhar,7.0,5.0
1159,earth,cîhan,5.0,5.0
1160,earthquake,erdhej,10.0,6.0
1161,easeful,aram,7.0,4.0
1162,easeful,asûde,7.0,5.0
1163,easily,bi hêsanî,6.0,9.0
1164,east,rojhilat,4.0,8.0
1165,easy,hesan,4.0,5.0
1166,eat,xwarin,3.0,6.0
1167,eccentric,beloq,9.0,5.0
1168,echo,alan,4.0,4.0
1169,echo,alan dan,4.0,8.0
1170,economic,aborî,8.0,5.0
1171,economically,aborî,12.0,5.0
1172,economist,aborînas,9.0,8.0
1173,economy,aborî,7.0,5.0
1174,edge,kevî,4.0,4.0
1175,edifice,avahî,7.0,5.0
1176,edifice,xanî,7.0,4.0
1177,edition,çap,7.0,3.0
1178,education,perwerdehî,9.0,10.0
1179,effect,bandor,6.0,6.0
1180,effect,encam,6.0,5.0
1181,effective,bibandûr,9.0,8.0
1182,effective,karîger,9.0,7.0
1183,effects,tesîr,7.0,5.0
1184,efficacious,karîger,11.0,7.0
1185,effort,hewl,6.0,4.0
1186,effort,kizav,6.0,5.0
1187,effort,melavî,6.0,6.0
1188,effort,xîret,6.0,5.0
1189,efforts,hewl,7.0,4.0
1190,effuse,rijandin,6.0,8.0
1191,egg,hêk,3.0,3.0
1192,egg,qaqê,3.0,4.0
1193,eight,heyşt,5.0,5.0
1194,eight,heşt,5.0,4.0
1195,either,an,6.0,2.0
1196,election,hilbijartin,8.0,11.0
1197,elections,hilbijartin,9.0,11.0
1198,electron,elektron,8.0,8.0
1199,element,hêman,7.0,5.0
1200,elevate heighten,bilindkirin,16.0,11.0
1201,elevation,bilindbûn,9.0,9.0
1202,eligible,guncaw,8.0,6.0
1203,elongate,dirêjkirin,8.0,10.0
1204,else,wekî din,4.0,8.0
1205,embassy,balyozxane,7.0,10.0
1206,embrace,girtin,7.0,6.0
1207,embrace,hembêzkirin,7.0,11.0
1208,embrace,himbêz kirin,7.0,12.0
1209,emend,edilandin,5.0,9.0
1210,emend,sererastkirin,5.0,13.0
1211,eminent,serkeftî,7.0,8.0
1212,emit,weşandin,4.0,8.0
1213,emotion,coşî,7.0,4.0
1214,emotion,dilîn,7.0,5.0
1215,emotion,hes,7.0,3.0
1216,emotion,hest,7.0,4.0
1217,employ,bikaranîn,6.0,9.0
1218,employment,karûbar,10.0,7.0
1219,empty,vala,5.0,4.0
1220,encircle,dorpêçkirin,8.0,11.0
1221,enclose,pêçan,7.0,5.0
1222,enclose,rapêçan,7.0,7.0
1223,end,armanc,3.0,6.0
1224,end,bidawîbûn,3.0,9.0
1225,end,bidawîkirin,3.0,11.0
1226,end,dawî,3.0,4.0
1227,end,kuta,3.0,4.0
1228,end,kutabûn,3.0,7.0
1229,end,kutahî,3.0,6.0
1230,end,talî,3.0,4.0
1231,ended,xelas bû,5.0,8.0
1232,ending,dawî,6.0,4.0
1233,ending,kuta,6.0,4.0
1234,ending,kutahî,6.0,6.0
1235,ending,talî,6.0,4.0
1236,endless,bêdawî,7.0,6.0
1237,endure,ragirtin,6.0,8.0
1238,enemy,neyar,5.0,5.0
1239,energy,hêz,6.0,3.0
1240,energy,wize,6.0,4.0
1241,engulf,dabêlandin,6.0,10.0
1242,engulf,daqurtandin,6.0,11.0
1243,enjoyment,şad,9.0,3.0
1244,enmity,berberî,6.0,7.0
1245,enough,bes,6.0,3.0
1246,enter,tomarkirin,5.0,10.0
1247,entire,sercem,6.0,6.0
1248,entire,yekpare,6.0,7.0
1249,entourage,derdor,9.0,6.0
1250,entourage,derûder,9.0,7.0
1251,entourage,dor,9.0,3.0
1252,entourage,hawirdor,9.0,8.0
1253,environs,derdor,8.0,6.0
1254,environs,derûder,8.0,7.0
1255,environs,hawirdor,8.0,8.0
1256,ephemeral,demdemî,9.0,7.0
1257,equal,pat,5.0,3.0
1258,equal,wekhev,5.0,6.0
1259,equilibrist,canbaz,11.0,6.0
1260,equitable,dadyane,9.0,7.0
1261,equity,dad,6.0,3.0
1262,erase,reşkirin,5.0,8.0
1263,error,kêmasî,5.0,6.0
1264,error,xeletî,5.0,6.0
1265,error,şaşî,5.0,4.0
1266,escape,revîn,6.0,5.0
1267,especially,bi taybetî,10.0,10.0
1268,esprit,gan,6.0,3.0
1269,esprit,giyan,6.0,5.0
1270,essay,ezmûn,5.0,5.0
1271,establish,avakar,9.0,6.0
1272,establish,avakirin,9.0,8.0
1273,establish,damezrandin,9.0,11.0
1274,establish,sazkirin,9.0,8.0
1275,establish,selmandin,9.0,9.0
1276,establish,çespandin,9.0,9.0
1277,establishment,avahî,13.0,5.0
1278,eternal,nemir,7.0,5.0
1279,eternity,sermedî,8.0,7.0
1280,event,bûyer,5.0,5.0
1281,event,rûdan,5.0,5.0
1282,events,bûyer,6.0,5.0
1283,ever,her dem,4.0,7.0
1284,everlasting,berdewam,11.0,8.0
1285,everlasting,bêdawî,11.0,6.0
1286,everlasting,nemir,11.0,5.0
1287,everlasting,sermed,11.0,6.0
1288,every,her,5.0,3.0
1289,everything,her tişt,10.0,8.0
1290,evidence,îspat,8.0,5.0
1291,evident,awêne,7.0,5.0
1292,evident,diyar,7.0,5.0
1293,evident,eyan,7.0,4.0
1294,evident,eşkere,7.0,6.0
1295,evil,bed,4.0,3.0
1296,evil,guneh,4.0,5.0
1297,evil,xera,4.0,4.0
1298,evince,mêrandin,6.0,8.0
1299,evolution,pêşketin,9.0,8.0
1300,evolution,werar,9.0,5.0
1301,exact,rast,5.0,4.0
1302,exaggerate,nepixandin,10.0,10.0
1303,exam,ezmûn,4.0,5.0
1304,example,mînak,7.0,5.0
1305,example,nimûne,7.0,6.0
1306,example,wekok,7.0,5.0
1307,excellent,nuwaze,9.0,6.0
1308,excellent,serkeftî,9.0,8.0
1309,except,der,6.0,3.0
1310,exception,awarte,9.0,6.0
1311,exceptional,awarte,11.0,6.0
1312,excitement,zîz,10.0,3.0
1313,excuse,lêborîn,6.0,7.0
1314,execute,encamdan,7.0,8.0
1315,exercise,kiryar,8.0,6.0
1316,exhaust,betilandin,7.0,10.0
1317,exhausted,betilî,9.0,6.0
1318,exhaustion,betilîn,10.0,7.0
1319,exhibit,mêrandin,7.0,8.0
1320,exhibition,pêşangeh,10.0,8.0
1321,exile,sirgûn,5.0,6.0
1322,exist,jiyîn,5.0,5.0
1323,existence,jîn,9.0,3.0
1324,exit,derketin,4.0,8.0
1325,exotic,biyanî,6.0,6.0
1326,expect,bendeman,6.0,8.0
1327,expect,payîn,6.0,5.0
1328,expedient,guncaw,9.0,6.0
1329,expenditure,lêçûn,11.0,5.0
1330,expense,lêçûn,7.0,5.0
1331,expensive,biha,9.0,4.0
1332,expensive,giranbiha,9.0,9.0
1333,expensiveness,bihabûn,13.0,7.0
1334,experience,ceribandin,10.0,10.0
1335,experience,dinyadîtin,10.0,10.0
1336,experience,tecrube,10.0,7.0
1337,experiment,ezmûn,10.0,5.0
1338,expert,jêhatî,6.0,6.0
1339,expert,pispor,6.0,6.0
1340,expertise,ezmûnî,9.0,6.0
1341,expertise,pisportî,9.0,8.0
1342,expiration,dawî,10.0,4.0
1343,expiration,kuta,10.0,4.0
1344,expiration,kutahî,10.0,6.0
1345,expiration,talî,10.0,4.0
1346,explain,amajekirin,7.0,10.0
1347,explain,daxuyandin,7.0,10.0
1348,explain,diyarkirin,7.0,10.0
1349,explain,dûpatkirin,7.0,10.0
1350,explode,teqîn,7.0,5.0
1351,explosion,teqîn,9.0,5.0
1352,export,hinarde,6.0,7.0
1353,expose,mêrandin,6.0,8.0
1354,exposed,vekirî,7.0,6.0
1355,exposition,pêşangeh,10.0,8.0
1356,extend,dirêjbûn,6.0,8.0
1357,extend,dirêjkirin,6.0,10.0
1358,extent,pêgeh,6.0,5.0
1359,exterior,derveyî,8.0,7.0
1360,external,derveyî,8.0,7.0
1361,extinguish,temirandin,10.0,10.0
1362,extraordinary,ecêb,13.0,4.0
1363,extrinsic,derveyî,9.0,7.0
1364,eye,beser,3.0,5.0
1365,eye,çav,3.0,3.0
1366,eyeglasses,berçavk,10.0,7.0
1367,eyeglasses,goçavik,10.0,7.0
1368,eyelash,bijang,7.0,6.0
1369,eyes,çav,4.0,3.0
1370,fa,fa,2.0,2.0
1371,face,dirûv,4.0,5.0
1372,face,rû,4.0,2.0
1373,facile,asan,6.0,4.0
1374,facile,hêsan,6.0,5.0
1375,facility,derfet,8.0,6.0
1376,factory,kargeh,7.0,6.0
1377,factory,karistan,7.0,8.0
1378,failing,kêmasî,7.0,6.0
1379,fair,baş,4.0,3.0
1380,fair,bedew,4.0,5.0
1381,fair,dadyane,4.0,7.0
1382,fair,kej,4.0,3.0
1383,fair,zerî,4.0,4.0
1384,fair,çak,4.0,3.0
1385,faith,bawerî,5.0,6.0
1386,faith,ol,5.0,2.0
1387,faithful,dilsoz,8.0,6.0
1388,fall,keftin,4.0,6.0
1389,fall,ketin,4.0,5.0
1390,fall,payiz,4.0,5.0
1391,fall,payîz,4.0,5.0
1392,fall,paîz,4.0,4.0
1393,fall,pehîz,4.0,5.0
1394,fall,peyîz,4.0,5.0
1395,fall,peî,4.0,3.0
1396,familiy without a head,alifê vala,22.0,10.0
1397,family,malbat,6.0,6.0
1398,famous,binavûdeng,6.0,10.0
1399,famous,navdar,6.0,6.0
1400,fan,bajen,3.0,5.0
1401,fan,baweşîn,3.0,7.0
1402,fan,baweşînk,3.0,8.0
1403,far,dûr,3.0,3.0
1404,farm,cotgeh,4.0,6.0
1405,farmer,cotkar,6.0,6.0
1406,fast,bilêz,4.0,5.0
1407,fast,zexm,4.0,4.0
1408,fat,qelew,3.0,5.0
1409,fat,rûn,3.0,3.0
1410,fat,stûr,3.0,4.0
1411,fate,çarenûs,4.0,7.0
1412,father,bav,6.0,3.0
1413,fatigue,betilandin,7.0,10.0
1414,fatigue,betilîn,7.0,7.0
1415,fatigue,westandin,7.0,9.0
1416,fault,kêmasî,5.0,6.0
1417,fault,xeletî,5.0,6.0
1418,fault,şaşî,5.0,4.0
1419,fear,saw,4.0,3.0
1420,fear,tirs,4.0,4.0
1421,fear,xof,4.0,3.0
1422,fearful person,bêzirav,14.0,7.0
1423,feast,cejn,5.0,4.0
1424,feces,gû,5.0,2.0
1425,fecund,adan,6.0,4.0
1426,fee,mûçe,3.0,4.0
1427,feeble,lar,6.0,3.0
1428,feed,xwedîkirin,4.0,10.0
1429,feel,dilîn,4.0,5.0
1430,feel,hes,4.0,3.0
1431,feel,hestpêkirin,4.0,11.0
1432,feel,hestîn,4.0,6.0
1433,feel,pêhesîn,4.0,7.0
1434,feeling,dilîn,7.0,5.0
1435,feeling,hes,7.0,3.0
1436,feeling,hest,7.0,4.0
1437,feet,pê,4.0,2.0
1438,felicity,bextewarî,8.0,9.0
1439,fellow,kabra,6.0,5.0
1440,fellow,mêr,6.0,3.0
1441,fellow,zilam,6.0,5.0
1442,feral,kovî,5.0,4.0
1443,ferocious,hov,9.0,3.0
1444,fertile,adan,7.0,4.0
1445,festival,cejn,8.0,4.0
1446,fever,agir,5.0,4.0
1447,few,hindik,3.0,6.0
1448,few,kêm,3.0,3.0
1449,field,hol,5.0,3.0
1450,fight,ceng,5.0,4.0
1451,fight,doz,5.0,3.0
1452,fight,pevçûn,5.0,6.0
1453,fight,têkoşîn,5.0,7.0
1454,fight,şer,5.0,3.0
1455,fighter,şervan,7.0,6.0
1456,figure,jimare,6.0,6.0
1457,filament,nex,8.0,3.0
1458,file,qor,4.0,3.0
1459,file,rêz,4.0,3.0
1460,fill,dagirtin,4.0,8.0
1461,fill,tijîkirin,4.0,9.0
1462,film,fîlm,4.0,4.0
1463,filter,kefgîr,6.0,6.0
1464,filter,parzûn,6.0,6.0
1465,filth,qilêr,5.0,5.0
1466,filth,qirêj,5.0,5.0
1467,final,dawî,5.0,4.0
1468,find,dîtin,4.0,5.0
1469,fine,baş,4.0,3.0
1470,fine,bedew,4.0,5.0
1471,fine,qenc,4.0,4.0
1472,fine,rind,4.0,4.0
1473,fine,tenik,4.0,5.0
1474,fine,xweş,4.0,4.0
1475,fine,zerî,4.0,4.0
1476,fine,zirav,4.0,5.0
1477,fine,çak,4.0,3.0
1478,fine,çê,4.0,2.0
1479,fingers,tilî,7.0,4.0
1480,finical,hûrbijer,7.0,8.0
1481,finicking,hûrbijer,9.0,8.0
1482,finish,dawî,6.0,4.0
1483,finish,kuta,6.0,4.0
1484,finish,kutahî,6.0,6.0
1485,finish,kutakirin,6.0,9.0
1486,finish,qedandin,6.0,8.0
1487,finish,talî,6.0,4.0
1488,fire,agir,4.0,4.0
1489,fire,ar,4.0,2.0
1490,fire,pêt,4.0,3.0
1491,fire department,agirkûjîn,15.0,9.0
1492,fire department,agirsongî,15.0,9.0
1493,firm,fîrma,4.0,5.0
1494,firm,hişk,4.0,4.0
1495,firm,req,4.0,3.0
1496,firm,sext,4.0,4.0
1497,firm,zeb,4.0,3.0
1498,firm,zexm,4.0,4.0
1499,first,seratayî,5.0,8.0
1500,first,yekemîn,5.0,7.0
1501,fish,masî,4.0,4.0
1502,fissure,derizandin,7.0,10.0
1503,fist,kulm,4.0,4.0
1504,fit,bi têpan ketin,3.0,14.0
1505,fit,guncaw,3.0,6.0
1506,fitting,guncaw,7.0,6.0
1507,fixed,sabît,5.0,5.0
1508,flag,al,4.0,2.0
1509,flag,ala,4.0,3.0
1510,flair,behremendî,5.0,10.0
1511,flame,pêt,5.0,3.0
1512,flame,rivîn,5.0,5.0
1513,flavor,tam,6.0,3.0
1514,flavor,çêj,6.0,3.0
1515,flaw,kêmasî,4.0,6.0
1516,flea,kêç,4.0,3.0
1517,fling,avêtin,5.0,6.0
1518,float,ajnekirin,5.0,9.0
1519,float,avjenîkirin,5.0,11.0
1520,float,soberîkirin,5.0,11.0
